account_key,account_number,customer_id,account_type,open_date,close_date,branch_id,branch_name,zone
318,2475429,1690,Savings Account,16/10/2023,,4,London Bridge Gateway,Z1
1192,5672990,7255,Savings Account,21/02/2023,,5,Islington High Street,Z1
2363,9636409,6471,Current Account,26/04/2021,,5,Islington High Street,Z1
1661,7257174,7648,Salary Account,17/09/2022,,1,Canary Wharf,Z1
1596,6990392,3970,Savings Account,27/02/2022,,6,Stratford City,Z2
258,2272568,5548,Savings Account,25/09/2021,,4,London Bridge Gateway,Z1
239,2203162,4716,Current Account,18/05/2022,,5,Islington High Street,Z1
2264,9262920,5764,Savings Account,25/06/2020,,4,London Bridge Gateway,Z1
564,3320808,1210,Current Account,15/12/2020,,1,Canary Wharf,Z1
1897,8079447,1988,Salary Account,24/07/2022,,1,Canary Wharf,Z1
1927,8177080,3940,Current Account,23/12/2023,,2,Oxford Circus,Z1
2214,9097947,4739,Savings Account,11/01/2023,,6,Stratford City,Z2
114,1756952,7895,Savings Account,27/08/2023,,2,Oxford Circus,Z1
2384,9715165,6372,Current Account,24/06/2023,,4,London Bridge Gateway,Z1
1894,8061274,2792,Savings Account,01/01/2022,,1,Canary Wharf,Z1
1975,8330202,3116,Savings Account,05/05/2022,,4,London Bridge Gateway,Z1
2119,8793023,5532,Savings Account,30/06/2022,,5,Islington High Street,Z1
1273,5915450,6746,Current Account,23/05/2022,,1,Canary Wharf,Z1
1053,5193845,5785,Savings Account,23/04/2022,,6,Stratford City,Z2
2323,9484289,2488,Salary Account,09/11/2021,,1,Canary Wharf,Z1
1759,7594807,2001,Savings Account,13/01/2023,,2,Oxford Circus,Z1
1042,5157380,1791,Savings Account,08/09/2021,,1,Canary Wharf,Z1
966,4890277,4997,Current Account,05/09/2023,,1,Canary Wharf,Z1
1395,6305708,5226,Savings Account,29/07/2023,,3,Notting Hill Gate,Z2
994,4979354,7758,Current Account,30/10/2022,,4,London Bridge Gateway,Z1
1497,6663635,3589,Current Account,02/11/2023,,1,Canary Wharf,Z1
1948,8223344,1802,Savings Account,11/03/2020,,4,London Bridge Gateway,Z1
170,1967537,6234,Salary Account,16/05/2018,,4,London Bridge Gateway,Z1
1792,7669810,4113,Current Account,30/03/2023,,3,Notting Hill Gate,Z2
1767,7607995,3541,Current Account,18/11/2023,,4,London Bridge Gateway,Z1
2419,9842654,3533,Current Account,09/10/2023,,2,Oxford Circus,Z1
2315,9458719,6341,Current Account,19/01/2023,,3,Notting Hill Gate,Z2
2250,9212071,3709,Current Account,27/11/2021,,1,Canary Wharf,Z1
259,2276773,7529,Current Account,16/08/2023,,1,Canary Wharf,Z1
2353,9610210,6791,Current Account,18/11/2020,,3,Notting Hill Gate,Z2
1958,8266280,2826,Current Account,02/09/2023,,6,Stratford City,Z2
1803,7713292,5620,Savings Account,18/09/2023,,5,Islington High Street,Z1
1082,5274953,6196,Current Account,07/03/2023,,6,Stratford City,Z2
1269,5908099,3656,Savings Account,16/04/2022,,3,Notting Hill Gate,Z2
1405,6340890,1991,Savings Account,31/12/2023,,1,Canary Wharf,Z1
734,3884891,3700,Current Account,17/10/2021,,1,Canary Wharf,Z1
2210,9076268,1125,Current Account,03/12/2023,,6,Stratford City,Z2
601,3448158,2590,Savings Account,05/02/2021,,1,Canary Wharf,Z1
1078,5268953,3489,Current Account,24/08/2023,,4,London Bridge Gateway,Z1
1944,8216741,4261,Current Account,06/01/2023,,1,Canary Wharf,Z1
1929,8179095,1254,Salary Account,19/10/2023,,1,Canary Wharf,Z1
1862,7952973,4520,Current Account,17/05/2021,,6,Stratford City,Z2
1174,5601437,4464,Savings Account,12/08/2021,,1,Canary Wharf,Z1
463,2949658,4027,Current Account,11/06/2020,,4,London Bridge Gateway,Z1
730,3875782,6674,Current Account,28/01/2021,,4,London Bridge Gateway,Z1
788,4109839,6889,Current Account,29/10/2023,,6,Stratford City,Z2
534,3179341,1750,Savings Account,03/04/2022,,3,Notting Hill Gate,Z2
1720,7453896,1254,Savings Account,17/03/2023,,4,London Bridge Gateway,Z1
1098,5311317,4264,Savings Account,03/07/2021,,3,Notting Hill Gate,Z2
581,3371029,6114,Salary Account,18/12/2021,,5,Islington High Street,Z1
183,1997222,4741,Savings Account,08/01/2022,,1,Canary Wharf,Z1
703,3798717,1819,Current Account,17/07/2023,,6,Stratford City,Z2
382,2663598,7626,Savings Premium,29/11/2022,,4,London Bridge Gateway,Z1
1204,5691073,7944,Current Account,30/06/2020,,6,Stratford City,Z2
1995,8394411,3784,Salary Account,27/09/2022,,5,Islington High Street,Z1
2094,8724538,1886,Savings Account,17/09/2023,,6,Stratford City,Z2
1786,7651443,3493,Savings Account,01/11/2023,,6,Stratford City,Z2
1261,5887012,2033,Current Account,12/09/2022,,5,Islington High Street,Z1
1828,7853656,7754,Current Account,02/02/2022,,1,Canary Wharf,Z1
1900,8083952,5259,Current Account,26/04/2022,,1,Canary Wharf,Z1
2169,8947646,7067,Current Account,26/12/2021,,3,Notting Hill Gate,Z2
1080,5272210,1740,Savings Account,14/11/2023,,6,Stratford City,Z2
1545,6804446,5966,Savings Account,24/07/2023,,4,London Bridge Gateway,Z1
2418,9838133,7681,Current Account,18/11/2023,,6,Stratford City,Z2
226,2153588,5251,Current Account,04/02/2023,,5,Islington High Street,Z1
149,1895901,3096,Savings Account,01/03/2022,,1,Canary Wharf,Z1
1694,7368357,2313,Savings Account,17/01/2022,,1,Canary Wharf,Z1
1397,6314983,4237,Savings Account,04/11/2022,,6,Stratford City,Z2
1100,5316483,6606,Current Account,06/02/2022,,4,London Bridge Gateway,Z1
918,4677278,6417,Current Account,07/10/2022,,3,Notting Hill Gate,Z2
1301,6028562,1955,Current Account,29/04/2022,,5,Islington High Street,Z1
552,3265466,4658,Current Account,31/10/2020,,5,Islington High Street,Z1
1030,5117308,7799,Savings Account,24/11/2020,,1,Canary Wharf,Z1
77,1599747,5910,Current Account,28/12/2019,22/01/2024,5,Islington High Street,Z1
970,4904007,7659,Current Account,27/11/2022,,1,Canary Wharf,Z1
398,2738054,2034,Savings Account,10/11/2023,,4,London Bridge Gateway,Z1
1601,7014498,2242,Savings Premium,22/09/2023,,3,Notting Hill Gate,Z2
1026,5095184,5877,Savings Account,02/11/2023,,4,London Bridge Gateway,Z1
1633,7134144,7828,Current Account,07/12/2023,,6,Stratford City,Z2
1666,7272913,5795,Savings Account,07/03/2022,,1,Canary Wharf,Z1
619,3511644,7445,Savings Account,29/11/2023,,1,Canary Wharf,Z1
2177,8979235,6426,Salary Account,05/08/2022,,6,Stratford City,Z2
878,4487664,2561,Savings Account,06/10/2022,,4,London Bridge Gateway,Z1
2021,8479706,4850,Current Account,17/07/2022,,6,Stratford City,Z2
222,2135376,6617,Current Account,08/06/2023,,6,Stratford City,Z2
614,3496950,2805,Savings Account,31/07/2022,,6,Stratford City,Z2
42,1440279,3681,Savings Account,26/07/2023,,4,London Bridge Gateway,Z1
1650,7187475,5322,Current Account,27/09/2021,,3,Notting Hill Gate,Z2
1275,5926390,5375,Current Account,21/12/2020,,4,London Bridge Gateway,Z1
102,1707408,2273,Current Account,06/05/2023,,5,Islington High Street,Z1
368,2608055,2250,Savings Account,16/11/2023,,3,Notting Hill Gate,Z2
215,2109931,2577,Current Account,06/12/2023,,1,Canary Wharf,Z1
2002,8429070,3633,Current Account,06/08/2023,,1,Canary Wharf,Z1
958,4851147,1941,Savings Account,14/11/2023,,1,Canary Wharf,Z1
793,4145330,4981,Savings Account,15/01/2022,,4,London Bridge Gateway,Z1
1937,8205271,2694,Salary Account,29/07/2023,,6,Stratford City,Z2
748,3924094,6087,Current Account,12/06/2019,,1,Canary Wharf,Z1
373,2621742,6889,Savings Premium,26/10/2023,,3,Notting Hill Gate,Z2
1231,5802033,6441,Current Account,25/06/2020,,2,Oxford Circus,Z1
1419,6408918,1665,Savings Account,03/11/2022,,1,Canary Wharf,Z1
1464,6542305,4155,Current Account,27/12/2019,,1,Canary Wharf,Z1
1945,8219268,5887,Savings Account,18/10/2022,,6,Stratford City,Z2
1571,6898816,3329,Savings Account,05/03/2021,,1,Canary Wharf,Z1
620,3518289,7482,Current Account,16/03/2023,,4,London Bridge Gateway,Z1
688,3743022,4602,Savings Account,05/10/2022,,1,Canary Wharf,Z1
1843,7896248,2721,Current Account,21/12/2023,,1,Canary Wharf,Z1
365,2601876,4063,Current Account,31/07/2021,,3,Notting Hill Gate,Z2
1317,6068097,6363,Savings Account,24/01/2023,,4,London Bridge Gateway,Z1
1916,8135615,7506,Savings Premium,05/12/2023,,2,Oxford Circus,Z1
592,3415406,7827,Savings Account,16/02/2022,,1,Canary Wharf,Z1
2192,9026546,2750,Current Account,16/02/2023,,5,Islington High Street,Z1
549,3247503,2989,Current Account,08/09/2023,,2,Oxford Circus,Z1
2162,8923255,6256,Salary Account,06/04/2019,,6,Stratford City,Z2
2328,9519009,5363,Savings Account,20/07/2020,,1,Canary Wharf,Z1
2364,9646047,7841,Current Account,14/11/2023,,4,London Bridge Gateway,Z1
256,2257199,5959,Savings Account,24/04/2022,,4,London Bridge Gateway,Z1
235,2188956,5047,Current Account,15/11/2022,,3,Notting Hill Gate,Z2
1987,8356422,6547,Current Account,05/09/2023,,1,Canary Wharf,Z1
1766,7607153,6673,Current Account,04/02/2022,,1,Canary Wharf,Z1
2129,8841462,5177,Salary Account,19/04/2021,,1,Canary Wharf,Z1
1695,7371187,5639,Savings Account,18/09/2023,,1,Canary Wharf,Z1
1256,5869162,6699,Current Account,09/11/2023,16/03/2024,6,Stratford City,Z2
360,2586368,5344,Salary Account,07/11/2019,,4,London Bridge Gateway,Z1
20,1341602,6756,Savings Account,22/12/2021,,1,Canary Wharf,Z1
1501,6676603,6965,Current Account,20/08/2023,,1,Canary Wharf,Z1
1200,5686628,3723,Salary Account,06/12/2021,,3,Notting Hill Gate,Z2
1498,6666483,4892,Current Account,02/02/2023,,4,London Bridge Gateway,Z1
900,4586588,2359,Current Account,13/12/2023,,6,Stratford City,Z2
1210,5714960,1602,Current Account,10/08/2019,,6,Stratford City,Z2
657,3637861,6775,Savings Account,02/06/2023,,1,Canary Wharf,Z1
1028,5102286,4326,Savings Account,23/12/2023,,6,Stratford City,Z2
291,2388626,7158,Salary Account,15/06/2023,,4,London Bridge Gateway,Z1
2164,8933807,6116,Savings Account,15/01/2023,,4,London Bridge Gateway,Z1
1757,7592613,4372,Savings Account,03/02/2021,,3,Notting Hill Gate,Z2
43,1441541,2221,Current Account,30/10/2018,,1,Canary Wharf,Z1
89,1667019,2352,Salary Account,24/09/2023,,1,Canary Wharf,Z1
2116,8790192,6719,Current Account,27/07/2020,,1,Canary Wharf,Z1
1556,6830650,3211,Savings Account,02/07/2022,,1,Canary Wharf,Z1
2179,8980514,7210,Salary Account,03/12/2022,,2,Oxford Circus,Z1
1460,6528516,5623,Savings Account,05/12/2022,,1,Canary Wharf,Z1
676,3710336,7916,Savings Account,19/12/2023,,1,Canary Wharf,Z1
1120,5372222,4282,Current Account,15/08/2021,,2,Oxford Circus,Z1
867,4448024,3011,Current Account,22/11/2020,,4,London Bridge Gateway,Z1
2395,9747469,5313,Current Account,28/02/2021,,1,Canary Wharf,Z1
977,4929134,6018,Current Account,23/06/2022,,6,Stratford City,Z2
652,3614761,6463,Savings Account,14/03/2023,,6,Stratford City,Z2
1772,7611959,1687,Savings Account,30/09/2021,,1,Canary Wharf,Z1
1778,7622123,5697,Savings Account,09/05/2023,,1,Canary Wharf,Z1
188,2009837,6200,Current Account,07/12/2023,,4,London Bridge Gateway,Z1
405,2760247,2754,Current Account,09/11/2023,,5,Islington High Street,Z1
1264,5901192,4811,Salary Account,24/04/2022,,5,Islington High Street,Z1
1683,7317879,5891,Savings Account,05/10/2022,,4,London Bridge Gateway,Z1
1164,5528934,3590,Current Account,21/10/2023,,5,Islington High Street,Z1
1642,7155097,3910,Current Account,12/05/2023,,5,Islington High Street,Z1
1652,7194953,5992,Current Account,21/12/2023,,2,Oxford Circus,Z1
986,4951488,1772,Savings Account,15/06/2023,,6,Stratford City,Z2
1105,5326680,6484,Current Account,12/02/2022,,4,London Bridge Gateway,Z1
874,4465528,5702,Current Account,15/11/2020,,1,Canary Wharf,Z1
826,4262057,3044,Savings Account,27/02/2022,,1,Canary Wharf,Z1
165,1948400,7342,Salary Account,12/01/2023,,4,London Bridge Gateway,Z1
715,3822836,2300,Current Account,15/11/2023,,1,Canary Wharf,Z1
260,2279145,4786,Savings Account,08/10/2021,,4,London Bridge Gateway,Z1
540,3204409,5850,Savings Account,12/10/2020,,5,Islington High Street,Z1
2163,8932756,4035,Savings Account,19/11/2022,,6,Stratford City,Z2
795,4154194,7296,Savings Account,24/09/2020,,6,Stratford City,Z2
62,1522105,6400,Savings Account,07/03/2023,,5,Islington High Street,Z1
1430,6439324,6555,Savings Premium,01/03/2024,,6,Stratford City,Z2
1637,7143035,3225,Savings Account,27/03/2023,,4,London Bridge Gateway,Z1
1308,6051082,6410,Savings Account,01/09/2019,,3,Notting Hill Gate,Z2
1239,5819216,3057,Current Account,25/11/2023,,6,Stratford City,Z2
50,1483814,7364,Current Account,02/07/2023,,1,Canary Wharf,Z1
1255,5864371,3001,Savings Account,24/06/2023,,4,London Bridge Gateway,Z1
1864,7957255,4569,Salary Account,18/04/2023,,1,Canary Wharf,Z1
2370,9665394,2000,Current Account,26/06/2022,,6,Stratford City,Z2
2024,8492630,3401,Savings Account,05/04/2020,,1,Canary Wharf,Z1
346,2556547,6066,Current Account,20/10/2023,,1,Canary Wharf,Z1
1305,6047537,2973,Savings Account,09/08/2023,,1,Canary Wharf,Z1
2348,9594008,4120,Current Account,21/05/2023,,4,London Bridge Gateway,Z1
1205,5709330,1811,Savings Account,28/02/2022,,3,Notting Hill Gate,Z2
244,2222237,2292,Savings Account,29/04/2022,,3,Notting Hill Gate,Z2
2335,9544735,7120,Current Account,30/10/2020,,1,Canary Wharf,Z1
1365,6242484,6746,Current Account,02/10/2020,,1,Canary Wharf,Z1
1319,6076433,1094,Current Account,07/04/2021,,6,Stratford City,Z2
1885,8036262,2000,Savings Account,19/02/2022,,5,Islington High Street,Z1
1013,5051086,6159,Savings Account,04/08/2022,,3,Notting Hill Gate,Z2
176,1979182,3276,Current Account,04/03/2023,,1,Canary Wharf,Z1
144,1876349,2762,Salary Account,30/09/2021,,1,Canary Wharf,Z1
741,3907822,4120,Current Account,21/11/2023,,1,Canary Wharf,Z1
1067,5236620,6089,Salary Account,03/10/2023,,6,Stratford City,Z2
1411,6378780,5153,Savings Account,31/12/2023,,3,Notting Hill Gate,Z2
1254,5863022,1488,Current Account,06/04/2022,,2,Oxford Circus,Z1
1543,6800003,1765,Savings Account,01/05/2021,,6,Stratford City,Z2
880,4491252,2118,Current Account,07/03/2022,,1,Canary Wharf,Z1
1576,6917198,6706,Savings Account,29/10/2018,,1,Canary Wharf,Z1
467,2955807,4104,Salary Account,03/06/2023,,1,Canary Wharf,Z1
2146,8873713,2916,Current Account,16/05/2020,,2,Oxford Circus,Z1
252,2250361,5205,Savings Account,05/09/2021,,3,Notting Hill Gate,Z2
160,1936271,2841,Current Account,08/11/2020,,3,Notting Hill Gate,Z2
302,2425566,7871,Savings Account,05/08/2021,,1,Canary Wharf,Z1
1870,7968657,4439,Current Account,01/11/2019,,6,Stratford City,Z2
1420,6408967,1050,Salary Account,22/10/2023,,3,Notting Hill Gate,Z2
383,2666676,2876,Current Account,22/08/2021,,1,Canary Wharf,Z1
1775,7616184,3996,Savings Account,17/10/2022,,1,Canary Wharf,Z1
2298,9392772,4392,Salary Account,30/12/2022,,4,London Bridge Gateway,Z1
744,3914103,5726,Savings Account,06/12/2023,,5,Islington High Street,Z1
563,3317577,5451,Salary Account,03/05/2020,,5,Islington High Street,Z1
1960,8268190,6075,Savings Account,03/02/2020,,1,Canary Wharf,Z1
1263,5898123,6534,Salary Account,15/01/2020,,1,Canary Wharf,Z1
943,4793280,7211,Current Account,25/02/2023,,4,London Bridge Gateway,Z1
1316,6068042,3791,Savings Account,07/08/2023,,2,Oxford Circus,Z1
185,2001477,1204,Savings Account,29/10/2022,,2,Oxford Circus,Z1
861,4429048,1235,Current Account,06/11/2020,,5,Islington High Street,Z1
1562,6869086,3238,Salary Account,10/12/2023,,6,Stratford City,Z2
1083,5275654,5515,Current Account,12/07/2021,,4,London Bridge Gateway,Z1
1822,7826857,2073,Current Account,06/05/2021,,4,London Bridge Gateway,Z1
392,2693091,7271,Salary Account,19/11/2022,,4,London Bridge Gateway,Z1
23,1348037,6926,Current Account,26/02/2018,,6,Stratford City,Z2
2282,9336969,4210,Salary Account,10/04/2023,,4,London Bridge Gateway,Z1
1114,5353225,1023,Current Account,17/11/2023,,1,Canary Wharf,Z1
2113,8782948,2647,Savings Account,08/07/2023,,6,Stratford City,Z2
724,3843013,7252,Current Account,25/04/2021,,5,Islington High Street,Z1
1000,5004295,1325,Current Account,03/02/2023,,3,Notting Hill Gate,Z2
2070,8650716,7991,Savings Account,01/05/2022,,2,Oxford Circus,Z1
205,2083515,5499,Savings Account,15/08/2022,,4,London Bridge Gateway,Z1
178,1993541,5197,Current Account,04/12/2023,,1,Canary Wharf,Z1
720,3831559,2126,Savings Premium,02/01/2022,,1,Canary Wharf,Z1
2321,9472235,7011,Savings Account,22/01/2023,,5,Islington High Street,Z1
780,4074307,1962,Savings Account,06/07/2022,,4,London Bridge Gateway,Z1
1150,5469050,3359,Savings Account,16/01/2023,,1,Canary Wharf,Z1
246,2235060,2769,Current Account,02/07/2022,,4,London Bridge Gateway,Z1
40,1427119,6084,Current Account,08/03/2022,,4,London Bridge Gateway,Z1
1128,5396039,7275,Current Account,25/04/2023,,1,Canary Wharf,Z1
1890,8049576,6146,Current Account,10/02/2022,,5,Islington High Street,Z1
1179,5622633,6605,Savings Account,24/10/2018,,1,Canary Wharf,Z1
2225,9128193,2071,Current Account,06/01/2023,,1,Canary Wharf,Z1
696,3775094,2165,Savings Account,27/02/2023,,1,Canary Wharf,Z1
2086,8695258,4876,Savings Premium,16/10/2022,,6,Stratford City,Z2
1620,7078485,2042,Current Account,17/09/2022,,1,Canary Wharf,Z1
1036,5137902,4469,Current Account,24/03/2019,,1,Canary Wharf,Z1
879,4489551,7487,Current Account,07/07/2021,,1,Canary Wharf,Z1
381,2660260,3883,Current Account,04/11/2022,,2,Oxford Circus,Z1
510,3111328,2783,Current Account,22/05/2023,,5,Islington High Street,Z1
1842,7894963,4054,Savings Account,28/11/2023,,6,Stratford City,Z2
1434,6448022,4577,Savings Account,03/04/2022,,3,Notting Hill Gate,Z2
773,4025637,3560,Current Account,30/11/2021,,1,Canary Wharf,Z1
2018,8465136,4808,Savings Account,07/09/2023,,3,Notting Hill Gate,Z2
268,2304213,2565,Savings Account,03/10/2023,,5,Islington High Street,Z1
533,3174714,1317,Savings Account,16/12/2022,,3,Notting Hill Gate,Z2
115,1757121,3068,Current Account,21/12/2023,,6,Stratford City,Z2
16,1322600,2993,Current Account,12/01/2023,,1,Canary Wharf,Z1
2056,8609856,7102,Savings Account,19/08/2023,,1,Canary Wharf,Z1
1664,7266783,6605,Current Account,23/09/2019,,4,London Bridge Gateway,Z1
1488,6630304,4011,Current Account,10/03/2020,,1,Canary Wharf,Z1
1791,7660765,7356,Salary Account,15/12/2023,,5,Islington High Street,Z1
1496,6658134,2295,Current Account,22/04/2021,,3,Notting Hill Gate,Z2
712,3821450,2046,Savings Account,03/12/2022,,2,Oxford Circus,Z1
2171,8953645,6540,Current Account,28/09/2020,,4,London Bridge Gateway,Z1
2336,9545662,4054,Savings Account,15/08/2023,,6,Stratford City,Z2
377,2655522,3940,Current Account,10/04/2023,,3,Notting Hill Gate,Z2
15,1321661,7947,Savings Account,29/05/2022,,5,Islington High Street,Z1
2191,9023616,5610,Savings Account,23/12/2022,,6,Stratford City,Z2
1569,6896819,2746,Savings Premium,12/11/2021,,2,Oxford Circus,Z1
653,3620828,2051,Savings Account,17/05/2023,,1,Canary Wharf,Z1
1773,7613035,4966,Salary Account,03/08/2023,,2,Oxford Circus,Z1
2030,8528650,7658,Current Account,25/08/2022,,4,London Bridge Gateway,Z1
1947,8222886,1479,Salary Account,07/09/2023,,1,Canary Wharf,Z1
316,2471831,7441,Salary Account,02/12/2019,,1,Canary Wharf,Z1
2189,9003411,6422,Savings Account,02/06/2023,,1,Canary Wharf,Z1
2404,9770005,1426,Savings Premium,20/11/2022,,3,Notting Hill Gate,Z2
679,3719101,4905,Savings Account,28/09/2021,,4,London Bridge Gateway,Z1
445,2888871,3971,Salary Account,12/09/2022,,2,Oxford Circus,Z1
1203,5690772,2828,Salary Account,23/12/2020,,5,Islington High Street,Z1
106,1720154,6416,Current Account,16/03/2021,,4,London Bridge Gateway,Z1
1707,7414518,6170,Current Account,19/10/2023,,4,London Bridge Gateway,Z1
755,3959962,3489,Current Account,20/10/2023,,4,London Bridge Gateway,Z1
2009,8449876,4999,Savings Account,21/09/2023,,3,Notting Hill Gate,Z2
1315,6066827,6884,Savings Account,10/11/2022,,6,Stratford City,Z2
240,2206323,2761,Salary Account,13/03/2023,,4,London Bridge Gateway,Z1
483,3022738,6849,Savings Account,11/05/2022,,6,Stratford City,Z2
1673,7301728,3964,Current Account,02/07/2023,,6,Stratford City,Z2
2041,8565327,3235,Current Account,02/02/2023,,6,Stratford City,Z2
1908,8103654,4589,Savings Account,21/07/2023,,1,Canary Wharf,Z1
1062,5219595,3207,Savings Account,21/08/2023,,6,Stratford City,Z2
2181,8985176,5703,Current Account,22/09/2022,,1,Canary Wharf,Z1
1653,7204021,1294,Savings Account,04/01/2023,,1,Canary Wharf,Z1
2302,9419338,3875,Current Account,05/06/2023,,4,London Bridge Gateway,Z1
503,3078240,4059,Salary Account,03/02/2021,,3,Notting Hill Gate,Z2
39,1426359,6605,Current Account,19/11/2022,,6,Stratford City,Z2
2334,9537446,3198,Current Account,17/11/2020,,2,Oxford Circus,Z1
1027,5095245,4671,Savings Premium,24/04/2021,,6,Stratford City,Z2
860,4425675,6528,Current Account,17/05/2022,,6,Stratford City,Z2
559,3285200,4311,Current Account,03/01/2023,,2,Oxford Circus,Z1
456,2921048,6921,Current Account,10/06/2022,,3,Notting Hill Gate,Z2
2007,8446826,5247,Salary Account,31/07/2022,,6,Stratford City,Z2
1753,7562355,6123,Savings Account,22/11/2020,,1,Canary Wharf,Z1
543,3217983,7529,Savings Account,28/11/2022,,1,Canary Wharf,Z1
1957,8264510,7028,Current Account,15/12/2021,,3,Notting Hill Gate,Z2
1817,7777390,1709,Current Account,01/02/2024,,1,Canary Wharf,Z1
507,3099905,3791,Savings Account,04/03/2022,,1,Canary Wharf,Z1
589,3399313,5969,Savings Account,13/02/2023,,3,Notting Hill Gate,Z2
1509,6706941,4409,Current Account,17/02/2023,,3,Notting Hill Gate,Z2
1445,6480985,3786,Current Account,20/12/2023,,2,Oxford Circus,Z1
2011,8456345,4432,Savings Account,29/08/2021,,3,Notting Hill Gate,Z2
572,3347152,1174,Savings Account,14/11/2023,,3,Notting Hill Gate,Z2
2187,9002416,6946,Savings Account,20/09/2022,,1,Canary Wharf,Z1
1680,7310378,3983,Current Account,27/11/2023,,5,Islington High Street,Z1
759,3963382,1828,Salary Account,08/08/2020,,5,Islington High Street,Z1
220,2128002,5537,Current Account,10/12/2023,,2,Oxford Circus,Z1
1535,6782458,1021,Current Account,16/09/2023,,1,Canary Wharf,Z1
2050,8585820,1913,Savings Account,16/04/2022,,1,Canary Wharf,Z1
677,3712324,3564,Salary Account,19/08/2019,,6,Stratford City,Z2
1055,5198433,3508,Savings Account,31/03/2020,,5,Islington High Street,Z1
544,3221787,3571,Savings Account,26/12/2022,,1,Canary Wharf,Z1
1523,6746814,6337,Savings Account,15/01/2021,,3,Notting Hill Gate,Z2
2029,8527157,3001,Savings Account,22/08/2021,,4,London Bridge Gateway,Z1
1911,8126162,4268,Savings Account,28/02/2023,,3,Notting Hill Gate,Z2
1303,6036041,4896,Savings Account,01/08/2019,,4,London Bridge Gateway,Z1
2000,8422426,7943,Savings Account,23/07/2020,,1,Canary Wharf,Z1
716,3824251,5526,Savings Account,13/10/2023,,4,London Bridge Gateway,Z1
1243,5836680,6875,Savings Account,06/11/2023,,4,London Bridge Gateway,Z1
250,2245421,7732,Savings Account,24/10/2023,,1,Canary Wharf,Z1
892,4574137,6904,Current Account,18/04/2023,,6,Stratford City,Z2
1221,5756144,4782,Savings Account,02/07/2021,,4,London Bridge Gateway,Z1
772,4025196,1908,Savings Account,22/06/2023,,4,London Bridge Gateway,Z1
2243,9182607,2943,Current Account,14/12/2023,,3,Notting Hill Gate,Z2
2053,8599073,6255,Savings Account,05/07/2021,,4,London Bridge Gateway,Z1
1934,8195315,7350,Current Account,03/04/2022,,3,Notting Hill Gate,Z2
2402,9761367,7533,Salary Account,07/03/2023,,6,Stratford City,Z2
1151,5469374,2614,Savings Account,28/01/2022,,5,Islington High Street,Z1
611,3484203,1083,Savings Account,08/07/2019,,5,Islington High Street,Z1
2346,9583970,3886,Salary Account,03/01/2022,,4,London Bridge Gateway,Z1
1788,7652528,6577,Current Account,14/01/2019,,4,London Bridge Gateway,Z1
2409,9786083,5612,Current Account,31/12/2020,,1,Canary Wharf,Z1
376,2649308,4021,Current Account,27/04/2023,,5,Islington High Street,Z1
2367,9656781,4622,Savings Account,07/08/2023,,6,Stratford City,Z2
1368,6253475,3769,Current Account,11/09/2023,,4,London Bridge Gateway,Z1
1968,8297046,1979,Current Account,11/12/2023,,6,Stratford City,Z2
457,2921363,5636,Savings Account,04/12/2022,,5,Islington High Street,Z1
810,4189587,7911,Current Account,17/09/2023,,6,Stratford City,Z2
506,3094921,6982,Salary Account,05/08/2021,,3,Notting Hill Gate,Z2
984,4946863,1204,Savings Account,20/06/2023,,4,London Bridge Gateway,Z1
633,3556031,5099,Current Account,31/05/2021,,5,Islington High Street,Z1
865,4439894,4763,Current Account,05/09/2018,,4,London Bridge Gateway,Z1
425,2806445,5441,Savings Premium,29/05/2021,,4,London Bridge Gateway,Z1
1338,6153215,1222,Savings Account,21/09/2023,,6,Stratford City,Z2
906,4616635,2634,Current Account,20/06/2022,,6,Stratford City,Z2
1807,7725291,5716,Savings Account,30/06/2023,,4,London Bridge Gateway,Z1
1470,6572612,2871,Current Account,01/10/2020,,1,Canary Wharf,Z1
2017,8464268,2036,Current Account,23/10/2023,,4,London Bridge Gateway,Z1
2272,9277400,5848,Current Account,20/08/2020,,2,Oxford Circus,Z1
2015,8459692,4885,Current Account,10/12/2023,,6,Stratford City,Z2
1951,8242241,6893,Current Account,26/01/2022,,6,Stratford City,Z2
995,4996323,1499,Savings Premium,09/10/2022,,2,Oxford Circus,Z1
924,4710036,2737,Current Account,26/03/2020,,5,Islington High Street,Z1
1495,6657034,4806,Savings Account,06/05/2020,,1,Canary Wharf,Z1
1084,5277275,2571,Savings Account,01/01/2024,,1,Canary Wharf,Z1
1023,5089342,7342,Current Account,03/09/2018,,5,Islington High Street,Z1
936,4774915,3418,Savings Account,01/01/2021,,6,Stratford City,Z2
902,4603277,4777,Savings Account,10/05/2019,,4,London Bridge Gateway,Z1
978,4932879,2030,Current Account,16/08/2023,,4,London Bridge Gateway,Z1
1172,5583012,2120,Current Account,12/06/2023,,1,Canary Wharf,Z1
1660,7256835,3167,Salary Account,02/09/2022,,3,Notting Hill Gate,Z2
1872,7983392,6255,Current Account,08/06/2019,,1,Canary Wharf,Z1
518,3144040,1303,Salary Account,09/12/2023,,1,Canary Wharf,Z1
138,1855586,1172,Current Account,17/02/2019,,1,Canary Wharf,Z1
355,2577833,6850,Current Account,31/10/2023,,1,Canary Wharf,Z1
2095,8726322,1660,Current Account,26/09/2023,,2,Oxford Circus,Z1
685,3735215,5864,Current Account,25/09/2022,,4,London Bridge Gateway,Z1
